t_d,pH,COD_mg/L,NH3_N_mg/L,TN_mg/L,TP_mg/L,qvm_L/s,,,,,,,,,,,,,,,,
1632,7.32,215.085,17.9,19.701,1.6,338.52,,,,,,,,,,,,,,,,
1633,7.402,183.082,18.928,26.226,1.935,341.67,,,,,,,,,,,,,,,,
1634,7.447,129.85,14.36,25.084,1.851,345.25,,,,,,,,,,,,,,,,
1635,7.445,102.577,14.414,31.084,2.047,348.31,,,,,,,,,,,,,,,,
1636,7.471,101.962,11.423,26.459,1.822,339.82,,,,,,,,,,,,,,,,
1637,7.462,111.279,15.27,22.474,1.936,352.67,,,,,,,,,,,,,,,,
1638,7.495,72.755,13.265,18.543,1.696,348.69,,,,,,,,,,,,,,,,
1639,7.516,106.074,14.724,25.131,2.392,355.58,,,,,,,,,,,,,,,,
1640,7.406,139.907,11.763,17.364,1.573,348.53,,,,,,,,,,,,,,,,
1641,7.465,149.961,16.748,20.367,1.816,351.79,,,,,,,,,,,,,,,,
1642,7.633,158.719,20.411,24.48,1.798,346.57,,,,,,,,,,,,,,,,
1643,7.588,152.683,21.173,24.517,1.881,351.98,,,,,,,,,,,,,,,,
1644,7.432,163.464,27.66,24.021,1.658,356.85,,,,,,,,,,,,,,,,
1645,7.489,186.647,22.797,19.3,1.479,356.16,,,,,,,,,,,,,,,,
1646,7.512,153.743,23.436,26.451,1.504,355.96,,,,,,,,,,,,,,,,
1647,7.441,109.614,20.009,37.789,2.221,351.25,,,,,,,,,,,,,,,,
1648,7.466,125.784,19.415,28.25,2.38,368.35,,,,,,,,,,,,,,,,
1649,7.435,154.706,22.44,38.115,2.728,366.63,,,,,,,,,,,,,,,,
1650,7.456,170.236,23.753,27.127,2.268,369.04,,,,,,,,,,,,,,,,
1651,7.438,143.663,16.971,25.768,1.456,367.05,,,,,,,,,,,,,,,,
1652,7.501,139.14,19.112,24.871,1.876,371.16,,,,,,,,,,,,,,,,
1653,7.447,162.995,21.416,23.693,1.863,366.9,,,,,,,,,,,,,,,,
1654,7.537,163.655,21.507,22.991,2.073,364.38,,,,,,,,,,,,,,,,
1655,7.513,174.17,23.094,24.784,2.235,365.03,,,,,,,,,,,,,,,,
1656,7.563,186.028,23.643,30.213,2.893,367.83,,,,,,,,,,,,,,,,
1657,7.44,183.871,24.123,30.471,2.56,364.6,,,,,,,,,,,,,,,,
1658,7.483,181.473,25.325,29.148,2.621,367.41,,,,,,,,,,,,,,,,
1659,7.496,191.291,24.433,28.322,2.522,364.2,,,,,,,,,,,,,,,,
1660,7.518,184.039,29.309,28.384,2.307,365.53,,,,,,,,,,,,,,,,
1661,7.517,181.418,17.986,27.79,2.708,369.67,,,,,,,,,,,,,,,,
1662,7.505,216.567,23.535,29.8,2.849,363.34,,,,,,,,,,,,,,,,
1663,7.545,182.576,28.279,31.975,2.525,365.21,,,,,,,,,,,,,,,,
1664,7.552,112.769,23.461,23.155,1.482,367.49,,,,,,,,,,,,,,,,
1665,7.512,155.103,23.72,31.28,2.798,368.3,,,,,,,,,,,,,,,,
1666,7.531,175.539,20.784,29.917,2.875,365.71,,,,,,,,,,,,,,,,
1667,7.514,188.177,24.455,25.901,2.452,366.17,,,,,,,,,,,,,,,,
1668,7.557,179.8,23.878,22.104,1.401,369.75,,,,,,,,,,,,,,,,
1669,7.49,206.379,27.209,24.62,4.101,366,,,,,,,,,,,,,,,,
1670,7.491,209.753,24.674,33.203,1.548,364.8,,,,,,,,,,,,,,,,
1671,7.531,87.287,8.544,32.435,1.148,368.03,,,,,,,,,,,,,,,,
1672,7.541,107.328,15.446,33.625,1.57,371.2,,,,,,,,,,,,,,,,
1673,7.453,141.403,18.746,28.95,1.498,367.5,,,,,,,,,,,,,,,,
1674,7.423,165.409,23.807,30.923,1.766,369.52,,,,,,,,,,,,,,,,
1675,7.467,165.477,23.172,27.266,1.286,364.3,,,,,,,,,,,,,,,,
1676,7.511,151.659,23.564,24.451,1.406,369.21,,,,,,,,,,,,,,,,
1677,7.527,103.323,15.534,26.778,1.285,364.6,,,,,,,,,,,,,,,,
1678,7.498,81.389,9.67,34.404,1.295,365.61,,,,,,,,,,,,,,,,
1679,7.548,70.296,9.903,30.968,1.634,364.91,,,,,,,,,,,,,,,,
1680,7.652,72.142,10.573,24.418,1.651,364.61,,,,,,,,,,,,,,,,
1681,7.525,97.687,15.741,32.564,1.773,362.72,,,,,,,,,,,,,,,,
1682,7.556,135.856,19.989,27.585,1.402,370.28,,,,,,,,,,,,,,,,
1683,7.507,155.256,21.476,28.994,1.641,344.37,,,,,,,,,,,,,,,,
1684,7.523,162.999,22.37,28.356,1.891,345.46,,,,,,,,,,,,,,,,
1685,7.482,115.792,12.514,26.758,1.742,336.77,,,,,,,,,,,,,,,,
1686,7.551,87.34,13.845,27.682,1.81,349.55,,,,,,,,,,,,,,,,
1687,7.584,121.428,21.396,29.246,1.761,347.26,,,,,,,,,,,,,,,,
1688,7.505,144.615,23.39,24.456,2.081,358.26,,,,,,,,,,,,,,,,
1689,7.524,145.245,19.23,21.124,3.356,355.04,,,,,,,,,,,,,,,,
1690,7.564,153.159,22.933,21.11,3.012,352.75,,,,,,,,,,,,,,,,
1691,7.522,164.758,22.575,21.584,3.016,349.04,,,,,,,,,,,,,,,,
1692,7.633,110.295,17.069,14.094,1.061,347.61,,,,,,,,,,,,,,,,
1693,7.618,125.149,18.208,21.73,3.428,354.37,,,,,,,,,,,,,,,,
1694,7.529,156.918,18.428,21.139,3.165,350.81,,,,,,,,,,,,,,,,
1695,7.492,107.252,15.355,17.646,1.925,355.68,,,,,,,,,,,,,,,,
1696,7.482,109.517,15.248,17.476,1.319,350.85,,,,,,,,,,,,,,,,
1697,7.495,67.551,10.603,18.206,1.164,354.38,,,,,,,,,,,,,,,,
1698,7.508,79.587,11.969,21.775,1.542,350.78,,,,,,,,,,,,,,,,
1699,7.496,67.534,11.599,25.691,1.547,349.39,,,,,,,,,,,,,,,,
1700,7.535,89.948,14.304,23.399,1.512,354.11,,,,,,,,,,,,,,,,
1701,7.581,102.104,15.02,22.858,1.937,353.93,,,,,,,,,,,,,,,,
1702,7.604,93.417,15.483,23.142,1.753,352.64,,,,,,,,,,,,,,,,
1703,7.585,79.395,10.762,22.261,1.388,351.38,,,,,,,,,,,,,,,,
1704,7.58,66.764,12.241,22.703,1.507,353.19,,,,,,,,,,,,,,,,
1705,7.548,51.401,9.623,22.018,1.297,350.14,,,,,,,,,,,,,,,,
1706,7.478,85.92,6.892,24.305,1.702,352.72,,,,,,,,,,,,,,,,
1707,7.526,118.425,10.34,25.109,2.001,356.99,,,,,,,,,,,,,,,,
1708,7.739,128.274,13.57,23.694,2.32,360.13,,,,,,,,,,,,,,,,
1709,7.534,134.645,14.785,24.236,2.462,355.35,,,,,,,,,,,,,,,,
1710,7.146,141.57,16.273,20.637,2.443,351.61,,,,,,,,,,,,,,,,
1711,7.172,134.51,14.912,20.03,2.034,353.98,,,,,,,,,,,,,,,,
1712,7.288,104.358,15.033,25.293,1.787,350.58,,,,,,,,,,,,,,,,
1713,7.338,125.08,16.564,30.808,1.93,355.15,,,,,,,,,,,,,,,,
1714,7.474,131.167,16.695,30.867,1.892,341.49,,,,,,,,,,,,,,,,
1715,7.391,144.081,18.181,27.41,1.611,353.64,,,,,,,,,,,,,,,,
1716,7.462,121.288,16.268,28.026,1.711,350.45,,,,,,,,,,,,,,,,
1717,7.388,87.804,13.174,23.3,1.485,355.54,,,,,,,,,,,,,,,,
1718,7.568,104.116,15.888,22.994,1.544,357.74,,,,,,,,,,,,,,,,
1719,7.481,128.878,17.501,24.274,1.763,356.04,,,,,,,,,,,,,,,,
1720,7.393,117.768,18.394,29.43,2.061,356.56,,,,,,,,,,,,,,,,
1721,7.472,115.035,17.696,23.534,1.93,358.66,,,,,,,,,,,,,,,,
1722,7.472,109.952,18.624,23.723,1.974,358.07,,,,,,,,,,,,,,,,
1723,7.521,124.132,19.212,23.971,1.411,357.21,,,,,,,,,,,,,,,,
1724,7.625,143.631,22.838,23.603,1.357,349.85,,,,,,,,,,,,,,,,
1725,7.698,164.339,18.441,23.149,1.617,358.92,,,,,,,,,,,,,,,,
1726,7.619,140.084,16.556,31.405,1.944,358.24,,,,,,,,,,,,,,,,
1727,7.606,104.843,14.801,28.994,1.825,357.72,,,,,,,,,,,,,,,,
1728,7.606,103.803,15.129,22.99,1.745,350.68,,,,,,,,,,,,,,,,
1729,7.633,96.342,15.246,22.091,1.683,360.64,,,,,,,,,,,,,,,,
1730,7.648,91.911,15.733,21.287,1.19,359.58,,,,,,,,,,,,,,,,
1731,7.592,147.017,15.617,21.729,1.101,342.17,,,,,,,,,,,,,,,,
1732,7.523,130.709,16.806,22.839,1.417,279.42,,,,,,,,,,,,,,,,
1733,7.604,117.564,15.611,26.332,1.912,359.91,,,,,,,,,,,,,,,,
1734,7.559,122.416,16.164,23.337,1.365,356.16,,,,,,,,,,,,,,,,
1735,7.592,162.901,19.176,22.681,0.922,360.65,,,,,,,,,,,,,,,,
1736,7.653,118.292,13.314,19.382,0.843,361.94,,,,,,,,,,,,,,,,
1737,7.538,142.627,17.151,27.198,1.976,356.29,,,,,,,,,,,,,,,,
1738,7.52,129.004,17.299,32.767,2.441,357.89,,,,,,,,,,,,,,,,
1739,7.586,112.363,14.59,30.518,2.23,353.51,,,,,,,,,,,,,,,,
1740,7.637,106.066,15.118,29.736,2.088,355.98,,,,,,,,,,,,,,,,
1741,7.655,106.008,13.944,29.01,2.153,353.29,,,,,,,,,,,,,,,,
1742,7.643,89.161,13.449,30.881,2.231,354.58,,,,,,,,,,,,,,,,
1743,7.708,96.828,11.463,30.477,2.224,354.55,,,,,,,,,,,,,,,,
1744,7.706,65.564,9.11,28.669,1.637,353.58,,,,,,,,,,,,,,,,
1745,7.593,69.664,10.571,25.43,1.623,357.56,,,,,,,,,,,,,,,,
1746,7.314,73.129,12.085,28.409,1.789,356.74,,,,,,,,,,,,,,,,
1747,7.248,82.012,13.212,29.168,1.974,351.48,,,,,,,,,,,,,,,,
1748,7.421,87.745,14.759,29.257,2.045,355.55,,,,,,,,,,,,,,,,
1749,7.432,89.887,15.101,27.598,2.114,355.81,,,,,,,,,,,,,,,,
1750,7.522,91.789,15.969,26.347,2.145,354.96,,,,,,,,,,,,,,,,
1751,7.486,84.466,13.904,24.131,2.001,362.08,,,,,,,,,,,,,,,,
1752,7.664,73.771,16.103,23.749,2.132,355.02,,,,,,,,,,,,,,,,
1753,7.631,122.812,17.354,22.786,2.362,358.24,,,,,,,,,,,,,,,,
1754,7.393,92.196,16.403,22.928,2.299,360.39,,,,,,,,,,,,,,,,
1755,7.418,102.673,15.548,23.042,2.256,358.38,,,,,,,,,,,,,,,,
1756,7.547,106.003,16.36,22.921,2.299,361.57,,,,,,,,,,,,,,,,
1757,7.584,104.194,16.384,22.876,2.149,354.45,,,,,,,,,,,,,,,,
1758,7.472,103.829,16.529,20.822,1.698,356.97,,,,,,,,,,,,,,,,
1759,7.545,105.399,16.131,26.173,2.003,360.12,,,,,,,,,,,,,,,,
1760,7.522,92.527,16.44,30.858,1.939,352.08,,,,,,,,,,,,,,,,
1761,7.577,98.58,15.514,28.313,1.804,352.13,,,,,,,,,,,,,,,,
1762,7.561,97.483,15.536,28.765,1.797,352.85,,,,,,,,,,,,,,,,
1763,7.623,88.985,14.242,25.079,1.735,360.94,,,,,,,,,,,,,,,,
1764,7.616,92.805,15.031,22.751,1.687,355.91,,,,,,,,,,,,,,,,
1765,7.654,89.666,15.215,21.395,1.709,357.29,,,,,,,,,,,,,,,,
1766,7.587,95.136,14.898,20.918,1.345,353.54,,,,,,,,,,,,,,,,
1767,7.612,102.681,11.216,21.897,1.683,352.08,,,,,,,,,,,,,,,,
1768,7.649,97.154,13.495,23.572,1.651,363.1,,,,,,,,,,,,,,,,
1769,7.667,101.164,15.119,31.195,1.966,357.26,,,,,,,,,,,,,,,,
1770,7.554,98.871,14.793,30.209,1.944,357.49,,,,,,,,,,,,,,,,
1771,7.671,98.952,14.843,30.734,1.928,360.01,,,,,,,,,,,,,,,,
1772,7.737,117.924,16.137,25.14,1.994,353.35,,,,,,,,,,,,,,,,
1773,7.708,104.866,16.157,22.145,1.898,354.15,,,,,,,,,,,,,,,,
1774,7.715,107.242,16.584,22.254,1.848,365.61,,,,,,,,,,,,,,,,
1775,7.577,112.525,16.937,19.335,1.325,366.78,,,,,,,,,,,,,,,,
1776,7.654,110.193,16.885,19.841,1.084,372.02,,,,,,,,,,,,,,,,
1777,7.595,113.701,17.167,13.352,0.666,364.1,,,,,,,,,,,,,,,,
1778,7.597,96.821,16.487,22.064,1.664,364.35,,,,,,,,,,,,,,,,
1779,7.652,103.071,15.657,25.081,1.859,372.6,,,,,,,,,,,,,,,,
1780,7.636,103.67,16.881,25.733,1.85,367.04,,,,,,,,,,,,,,,,
1781,7.65,100.943,17.105,26.736,1.791,367.08,,,,,,,,,,,,,,,,
1782,7.632,106.907,16.637,25.612,1.739,364.71,,,,,,,,,,,,,,,,
1783,7.601,106.418,14.178,21.097,1.469,355.73,,,,,,,,,,,,,,,,
1784,7.688,81.016,12.816,23.976,1.471,357.42,,,,,,,,,,,,,,,,
1785,7.711,122.139,15.31,25.764,1.823,364.76,,,,,,,,,,,,,,,,
1786,7.614,86.752,15.473,22.676,1.677,365.29,,,,,,,,,,,,,,,,
1787,7.62,94.423,16.894,16.723,1.556,364.6,,,,,,,,,,,,,,,,
1788,7.65,126.879,13.854,21.553,1.86,377.29,,,,,,,,,,,,,,,,
1789,7.68,155.275,12.025,20.159,1.717,366.56,,,,,,,,,,,,,,,,
1790,7.687,117.449,17.959,25.811,2.318,362.31,,,,,,,,,,,,,,,,
1791,7.623,112.207,16.714,24.638,2.212,368.81,,,,,,,,,,,,,,,,
1792,7.657,117.636,16.531,17.641,1.844,367.67,,,,,,,,,,,,,,,,
1793,7.661,124.324,17.924,19.347,1.252,369.83,,,,,,,,,,,,,,,,
1794,7.617,118.034,17.759,31.919,1.94,359.55,,,,,,,,,,,,,,,,
1795,7.587,119.678,17.623,21.943,2.023,359.21,,,,,,,,,,,,,,,,
1796,7.691,122.514,18.393,23.848,2.087,366.06,,,,,,,,,,,,,,,,
1797,7.544,129.625,15.662,29.587,2.299,367.76,,,,,,,,,,,,,,,,
1798,7.639,125.651,18.606,28.001,2.285,365.08,,,,,,,,,,,,,,,,
1799,7.677,130.848,18.756,28.461,2.28,367.43,,,,,,,,,,,,,,,,
1800,7.708,143.842,20.837,28.212,2.312,369.7,,,,,,,,,,,,,,,,
1801,7.706,140.663,22.282,24.506,2.198,364.64,,,,,,,,,,,,,,,,
1802,7.748,137.917,22.9,33.559,2.487,365.11,,,,,,,,,,,,,,,,
1803,7.761,142.233,22.94,30.28,2.475,367.48,,,,,,,,,,,,,,,,
1804,7.72,160.714,23.417,30.034,2.584,363.85,,,,,,,,,,,,,,,,
1805,7.697,132.362,19.855,23.247,2.251,363.9,,,,,,,,,,,,,,,,
1806,7.732,132.539,20.739,26.995,2.234,368.72,,,,,,,,,,,,,,,,
1807,7.715,142.541,21.945,24.45,2.331,358.36,,,,,,,,,,,,,,,,
1808,7.777,136.538,19.745,25.74,2.397,352.89,,,,,,,,,,,,,,,,
1809,7.746,118.755,18.225,23.418,2.322,360.39,,,,,,,,,,,,,,,,
1810,7.732,123.175,20.426,26.178,2.583,352.65,,,,,,,,,,,,,,,,
1811,7.672,105.51,19.835,26.344,2.566,352.14,,,,,,,,,,,,,,,,
1812,7.767,120.676,21.992,18.074,1.636,357.35,,,,,,,,,,,,,,,,
1813,7.778,146.291,21.964,30.58,2.461,355.02,,,,,,,,,,,,,,,,
1814,7.764,202.377,21.181,26.807,2.612,352.51,,,,,,,,,,,,,,,,
1815,7.779,175.46,20.749,27.426,2.348,354.62,,,,,,,,,,,,,,,,
1816,7.771,190.542,26.169,24.757,2.91,295.23,,,,,,,,,,,,,,,,
1817,7.735,173.02,21.651,25.215,2.12,352.06,,,,,,,,,,,,,,,,
1818,7.747,168.59,21.703,31.317,2.47,356.25,,,,,,,,,,,,,,,,
1819,7.734,146.412,21.444,35.163,2.54,352.82,,,,,,,,,,,,,,,,
1820,7.747,147.738,21.892,35.458,2.498,357.55,,,,,,,,,,,,,,,,
1821,7.744,159.502,23.26,37.366,2.601,357.22,,,,,,,,,,,,,,,,
1822,7.729,149.468,23.422,25.396,2.539,353.33,,,,,,,,,,,,,,,,
1823,7.74,146.772,23.442,27.26,2.326,352.01,,,,,,,,,,,,,,,,
1824,7.751,151.408,24.02,28.336,2.575,355.23,,,,,,,,,,,,,,,,
1825,7.729,155.018,23.044,30.56,2.602,352.62,,,,,,,,,,,,,,,,
1826,7.739,155.211,22.526,31.514,2.52,354.02,,,,,,,,,,,,,,,,
1827,7.766,155.452,22.388,29.93,2.503,355.74,,,,,,,,,,,,,,,,
1828,7.685,145.137,21.649,27.383,2.567,360.1,,,,,,,,,,,,,,,,
1829,7.712,134.712,23.013,28.155,2.37,360.32,,,,,,,,,,,,,,,,
1830,7.785,137.1,22.263,27.792,2.334,347.66,,,,,,,,,,,,,,,,
1831,7.812,129.09,21.062,25.702,2.293,355.6,,,,,,,,,,,,,,,,
1832,7.742,112.562,21.341,28.039,2.372,360.95,,,,,,,,,,,,,,,,
1833,7.628,113.635,25.449,23.514,2.237,366.7,,,,,,,,,,,,,,,,
1834,7.734,119.814,26.297,27.91,2.243,345.36,,,,,,,,,,,,,,,,
1835,7.661,122.647,22.655,31.36,2.417,352.58,,,,,,,,,,,,,,,,
1836,7.574,112.522,24.01,26.463,2.397,367.98,,,,,,,,,,,,,,,,
1837,7.57,135.267,23.252,25.137,2.361,358.74,,,,,,,,,,,,,,,,
1838,7.485,99.727,22.374,29.582,2.4,352.29,,,,,,,,,,,,,,,,
1839,7.558,116.558,23.859,22.119,1.921,359.64,,,,,,,,,,,,,,,,
1840,7.609,132.467,23.523,25.402,2.309,364.73,,,,,,,,,,,,,,,,
1841,7.773,137.8,24.491,28.587,2.345,354.71,,,,,,,,,,,,,,,,
1842,7.844,137.965,25.47,36.621,2.597,371.2,,,,,,,,,,,,,,,,
1843,7.878,184.652,24.94,34.26,3.196,357.86,,,,,,,,,,,,,,,,
1844,7.878,171.88,24.587,33.972,3.365,355.41,,,,,,,,,,,,,,,,
1845,7.879,182.211,24.85,31.871,2.857,356.21,,,,,,,,,,,,,,,,
1846,7.875,86.955,25.238,32.819,2.849,355.62,,,,,,,,,,,,,,,,
1847,7.852,113.64,23.695,31.428,2.857,355.74,,,,,,,,,,,,,,,,
1848,7.801,151.557,23.904,29.111,2.451,353.44,,,,,,,,,,,,,,,,
1849,7.751,151.459,23.383,26.628,2.099,352.9,,,,,,,,,,,,,,,,
1850,7.816,153.844,22.357,25.521,2.336,354.46,,,,,,,,,,,,,,,,
1851,7.895,150.488,22.824,26.424,2.41,356.87,,,,,,,,,,,,,,,,
1852,7.853,145.014,22.184,26.422,1.864,362.45,,,,,,,,,,,,,,,,
1853,7.843,146.859,22.03,21.717,1.818,355.51,,,,,,,,,,,,,,,,
1854,7.714,167.05,20.845,25.72,1.786,356,,,,,,,,,,,,,,,,
1855,7.852,156.002,21.48,22.012,1.663,364.78,,,,,,,,,,,,,,,,
1856,7.869,158.615,21.238,20.417,1.929,366.26,,,,,,,,,,,,,,,,
1857,7.847,164.276,21.115,25.678,2.2,365.62,,,,,,,,,,,,,,,,
1858,7.84,178.655,23.311,29.693,2.476,365.76,,,,,,,,,,,,,,,,
1859,7.83,165.807,24.486,32.238,2.762,354.18,,,,,,,,,,,,,,,,
1860,7.835,170.56,23.15,30.283,2.685,352.88,,,,,,,,,,,,,,,,
1861,7.851,164.731,23.676,26.668,2.595,357.22,,,,,,,,,,,,,,,,
1862,7.805,178.679,24.638,33.021,2.686,352.78,,,,,,,,,,,,,,,,
1863,7.792,183.958,24.191,31.435,2.883,349.88,,,,,,,,,,,,,,,,
1864,7.781,173.921,25.174,26.126,2.341,354.9,,,,,,,,,,,,,,,,
1865,7.775,169.957,25.111,22.251,2.063,346.27,,,,,,,,,,,,,,,,
1866,7.523,157.879,24.694,34.452,2.501,319.62,,,,,,,,,,,,,,,,
1867,7.467,128.568,21.156,35.761,2.431,339.2,,,,,,,,,,,,,,,,
1868,7.477,152.359,23.868,42.648,2.622,355.05,,,,,,,,,,,,,,,,
1869,7.522,172.062,24.439,35.397,2.792,356.02,,,,,,,,,,,,,,,,
1870,7.446,192.653,23.167,24.876,2.95,350.04,,,,,,,,,,,,,,,,
1871,7.518,206.801,26.775,30.925,3.074,355.62,,,,,,,,,,,,,,,,
1872,7.522,204.776,30.096,27.961,3.334,337.08,,,,,,,,,,,,,,,,
1873,7.507,213.507,28.048,26.667,3.464,295.15,,,,,,,,,,,,,,,,
1874,7.538,200.448,28.754,25.152,3.116,305.05,,,,,,,,,,,,,,,,
1875,7.522,183.807,26.536,28.131,2.543,305.65,,,,,,,,,,,,,,,,
1876,7.581,223.405,24.807,31.4,2.937,304.36,,,,,,,,,,,,,,,,
1877,7.486,178.971,24.712,28.773,2.427,304.13,,,,,,,,,,,,,,,,
1878,7.545,167.919,24.487,28.766,2.683,315.53,,,,,,,,,,,,,,,,
1879,7.578,161.927,23.364,29.73,2.65,318.95,,,,,,,,,,,,,,,,
1880,7.58,171.898,24.973,31.986,2.709,342.55,,,,,,,,,,,,,,,,
1881,7.588,184.211,23.989,32.745,2.685,336.75,,,,,,,,,,,,,,,,
1882,7.623,165.932,23.386,24.07,2.606,341.08,,,,,,,,,,,,,,,,
1883,7.59,170.409,23.504,21.826,2.453,343.01,,,,,,,,,,,,,,,,
1884,7.774,168.618,23.704,27.094,2.512,354.68,,,,,,,,,,,,,,,,
1885,7.535,165.366,23.973,35.105,2.336,354.06,,,,,,,,,,,,,,,,
1886,7.356,175.715,25.535,35.015,2.677,355.05,,,,,,,,,,,,,,,,
1887,7.517,166.336,24.669,29.152,2.667,355.77,,,,,,,,,,,,,,,,
1888,7.531,153.383,23.352,23.632,2.493,348.14,,,,,,,,,,,,,,,,
1889,7.547,191.219,23.493,24.216,2.291,350.08,,,,,,,,,,,,,,,,
1890,7.528,185.974,27.645,35.258,3.107,356.51,,,,,,,,,,,,,,,,
1891,7.524,197.096,28.191,37.719,3.494,336.12,,,,,,,,,,,,,,,,
1892,7.584,169.139,25.684,34.351,2.51,348.68,,,,,,,,,,,,,,,,
1893,7.514,174.992,25.632,27.49,1.654,355,,,,,,,,,,,,,,,,
1894,7.544,170.182,24.616,33.88,2.25,351.28,,,,,,,,,,,,,,,,
1895,7.651,176.877,24.765,41.664,3.094,350.44,,,,,,,,,,,,,,,,
1896,7.648,173.494,25.743,29.97,2.693,354.69,,,,,,,,,,,,,,,,
1897,7.59,174.945,26.556,35.757,2.605,355.65,,,,,,,,,,,,,,,,
1898,7.704,199.002,26.945,40.592,3.086,354.92,,,,,,,,,,,,,,,,
1899,7.717,161.897,26.019,34.693,2.891,357.83,,,,,,,,,,,,,,,,
1900,7.694,177.381,23.866,34.858,2.934,358.23,,,,,,,,,,,,,,,,
1901,7.667,161.253,24.339,29.47,2.874,353.4,,,,,,,,,,,,,,,,
1902,7.608,174.271,23.299,43.042,3.221,351.21,,,,,,,,,,,,,,,,
1903,7.467,121.784,19.527,37.37,2.988,347.16,,,,,,,,,,,,,,,,
1904,7.589,205.222,22.689,32.055,2.913,352.67,,,,,,,,,,,,,,,,
1905,7.697,186.562,28.06,43.983,3.335,352.81,,,,,,,,,,,,,,,,
1906,7.728,186.838,27.034,36.212,2.798,350.55,,,,,,,,,,,,,,,,
1907,7.74,181.579,26.469,34.094,2.676,349.51,,,,,,,,,,,,,,,,
1908,7.742,175.983,26.604,32.616,3.587,348.7,,,,,,,,,,,,,,,,
1909,7.726,166.801,27.21,28.586,3.192,355.67,,,,,,,,,,,,,,,,
1910,7.64,191.076,27.114,39.489,2.886,350.68,,,,,,,,,,,,,,,,
1911,7.315,167.019,28.143,41.299,2.971,353.88,,,,,,,,,,,,,,,,
1912,7.212,178.595,30.874,32.937,2.402,348.52,,,,,,,,,,,,,,,,
1913,7.184,184.109,31.445,42.01,2.602,350.31,,,,,,,,,,,,,,,,
1914,7.274,189.299,31.936,39.831,2.501,342.67,,,,,,,,,,,,,,,,
1915,7.335,204.513,30.381,36.896,2.686,328.67,,,,,,,,,,,,,,,,
1916,7.401,154.597,23.862,35.897,2.92,333.7,,,,,,,,,,,,,,,,
1917,7.443,165.319,24.944,29.386,2.674,338.08,,,,,,,,,,,,,,,,
1918,7.512,137.23,22.925,33.819,2.539,350.3,,,,,,,,,,,,,,,,
1919,7.558,130.166,21.437,37.112,2.797,356.01,,,,,,,,,,,,,,,,
1920,7.601,165.095,24.415,32.415,3.49,346.21,,,,,,,,,,,,,,,,
1921,7.608,142.028,22.037,38.904,3.089,353.67,,,,,,,,,,,,,,,,
1922,7.629,150.252,24.295,35.347,2.876,354.88,,,,,,,,,,,,,,,,
1923,7.557,153.737,25.633,27.007,2.384,351.91,,,,,,,,,,,,,,,,
1924,7.591,152.633,24.98,35.041,2.507,354.14,,,,,,,,,,,,,,,,
1925,7.577,154.786,25.967,39.43,3.174,352,,,,,,,,,,,,,,,,
1926,7.621,147.052,25.747,29.797,3.093,354.11,,,,,,,,,,,,,,,,
1927,7.617,139.477,26.022,29.517,2.802,354.87,,,,,,,,,,,,,,,,
1928,7.664,146.657,26.608,39.707,3.111,351.28,,,,,,,,,,,,,,,,
1929,7.635,152.793,25.83,36.077,3.017,355.62,,,,,,,,,,,,,,,,
1930,7.62,153.942,26.125,38.716,3.169,334.31,,,,,,,,,,,,,,,,
1931,7.654,159.695,27.932,33.63,3.094,346.72,,,,,,,,,,,,,,,,
1932,7.55,169.052,33.787,37.782,3.321,348.83,,,,,,,,,,,,,,,,
1933,7.547,167.215,31.74,38.939,2.947,347.24,,,,,,,,,,,,,,,,
1934,7.545,158.675,28.833,43.381,2.479,354.86,,,,,,,,,,,,,,,,
1935,7.451,195.558,27.989,40.225,2.457,350.37,,,,,,,,,,,,,,,,
1936,7.355,160.368,27.389,43.829,2.305,350.23,,,,,,,,,,,,,,,,
1937,7.459,167.176,27.562,44.697,2.136,355.96,,,,,,,,,,,,,,,,
1938,7.478,163.491,25.499,35.836,1.916,350.77,,,,,,,,,,,,,,,,
1939,7.501,160.117,27.163,34.068,2.097,354.18,,,,,,,,,,,,,,,,
1940,5.127,154.194,25.527,32.452,1.999,358.26,,,,,,,,,,,,,,,,
1941,,138.628,24.042,30.16,1.812,355.21,,,,,,,,,,,,,,,,
1942,,131.185,22.019,26.504,1.543,350.66,,,,,,,,,,,,,,,,
1943,2.536,134.985,22.594,28.85,1.696,360.61,,,,,,,,,,,,,,,,
1944,7.859,126.481,21.751,28.188,1.683,356.61,,,,,,,,,,,,,,,,
1945,7.77,131.026,22.225,27.271,1.602,357.98,,,,,,,,,,,,,,,,
1946,7.626,130.57,22.785,28.555,1.629,355.34,,,,,,,,,,,,,,,,
1947,7.483,140.538,23.84,30.318,1.68,356.85,,,,,,,,,,,,,,,,
1948,7.298,158.419,25.105,31.844,1.889,351.67,,,,,,,,,,,,,,,,
1949,7.295,179.607,28.326,31.611,2.1,358.66,,,,,,,,,,,,,,,,
1950,7.371,180.18,26.018,34.168,2.3,356.91,,,,,,,,,,,,,,,,
1951,7.478,175.046,28.833,33.293,2.153,354.12,,,,,,,,,,,,,,,,
1952,7.475,157.1,26.601,29.267,1.919,359.84,,,,,,,,,,,,,,,,
1953,7.589,157.088,25.344,27.965,1.627,351.77,,,,,,,,,,,,,,,,
1954,7.582,140.791,23.425,29.013,1.596,360.33,,,,,,,,,,,,,,,,
1955,7.585,130.33,27.121,30.231,1.737,366.22,,,,,,,,,,,,,,,,
